Term: learners                       Term Frequency: 107       
Term: Since                          Term Frequency: 0         
Term: Cognitive                      Term Frequency: 0         
Term: Future                         Term Frequency: 0         
Term: Seattle                        Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: At                             Term Frequency: 0         
Term: Au                             Term Frequency: 0         
Term: CA                             Term Frequency: 0         
Term: Reeves                         Term Frequency: 0         
Term: ResultsThe                     Term Frequency: 0         
Term: By                             Term Frequency: 0         
Term: De                             Term Frequency: 0         
Term: GS                             Term Frequency: 0         
Term: Ge                             Term Frequency: 0         
Term: E.g                            Term Frequency: 0         
Term: Poten                          Term Frequency: 0         
Term: HS                             Term Frequency: 0         
Term: NationalAcademy                Term Frequency: 0         
Term: IP                             Term Frequency: 0         
Term: course.Table                   Term Frequency: 0         
Term: Automatic                      Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: It                             Term Frequency: 0         
Term: Com                            Term Frequency: 0         
Term: L1                             Term Frequency: 0         
Term: TheTable                       Term Frequency: 0         
Term: withAuditing                   Term Frequency: 0         
Term: ANALYSISThe                    Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: Mo                             Term Frequency: 0         
Term: Understanding                  Term Frequency: 0         
Term: No                             Term Frequency: 0         
Term: On                             Term Frequency: 0         
Term: MOOCs.Two                      Term Frequency: 0         
Term: SI                             Term Frequency: 0         
Term: RatesHS                        Term Frequency: 0         
Term: Figure                         Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: Anhistorical                   Term Frequency: 0         
Term: Other                          Term Frequency: 0         
Term: Ta                             Term Frequency: 0         
Term: UG                             Term Frequency: 0         
Term: UK                             Term Frequency: 0         
Term: To                             Term Frequency: 0         
Term: US                             Term Frequency: 0         
Term: WA                             Term Frequency: 0         
Term: was                            Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: stanford.eduChris              Term Frequency: 0         
Term: Labels                         Term Frequency: 0         
Term: Research                       Term Frequency: 0         
Term: Leuven                         Term Frequency: 0         
Term: DemographicsNote               Term Frequency: 0         
Term: Abehavioral                    Term Frequency: 0         
Term: Dev                            Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: Comparison                     Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Poor                           Term Frequency: 0         
Term: Dis                            Term Frequency: 0         
Term: Though                         Term Frequency: 0         
Term: course.In                      Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: Post                           Term Frequency: 0         
Term: LowAuditing                    Term Frequency: 0         
Term: course.This                    Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: material.As                    Term Frequency: 0         
Term: Riedl                          Term Frequency: 0         
Term: Sciences                       Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: Sampling                       Term Frequency: 0         
Term: classroom.The                  Term Frequency: 0         
Term: courses.Age                    Term Frequency: 0         
Term: no                             Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: 21108Gender                    Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: then                           Term Frequency: 0         
Term: CONCLUSIONLearners             Term Frequency: 0         
Term: 16Odds                         Term Frequency: 0         
Term: Deconstructing                 Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: Van                            Term Frequency: 0         
Term: CLUSTERINGOur                  Term Frequency: 0         
Term: Bachelor’s                     Term Frequency: 0         
Term: Subpopulations                 Term Frequency: 0         
Term: Table                          Term Frequency: 0         
Term: Audi                           Term Frequency: 0         
Term: Analysis                       Term Frequency: 0         
Term: Social                         Term Frequency: 0         
Term: AverageIndicator               Term Frequency: 0         
Term: withCompleting                 Term Frequency: 0         
Term: Community                      Term Frequency: 0         
Term: 174SamplingDisengagingCompletingAuditingSamplingDisengagingCompletingAuditingSamplingDisengagingCompletingAuditingHSUGGS3.0 Term Frequency: 0         
Term: 006Forum                       Term Frequency: 0         
Term: Valdez                         Term Frequency: 0         
Term: HDIVery                        Term Frequency: 0         
Term: experience.Forum               Term Frequency: 0         
Term: However                        Term Frequency: 0         
Term: INTRODUCTIONMassive            Term Frequency: 0         
Term: Analogous                      Term Frequency: 0         
Term: High                           Term Frequency: 0         
Term: Brusilovsky                    Term Frequency: 0         
Term: attention.Through              Term Frequency: 0         
Term: Running                        Term Frequency: 0         
Term: Kittur                         Term Frequency: 0         
Term: Once                           Term Frequency: 0         
Term: Partial                        Term Frequency: 0         
Term: Brown                          Term Frequency: 0         
Term: Way                            Term Frequency: 0         
Term: Scores                         Term Frequency: 0         
Term: Development                    Term Frequency: 0         
Term: other173Table                  Term Frequency: 0         
Term: Silhouette                     Term Frequency: 0         
Term: Being                          Term Frequency: 0         
Term: assignments.This               Term Frequency: 0         
Term: courses:Two                    Term Frequency: 0         
Term: Geographical                   Term Frequency: 0         
Term: Everitt                        Term Frequency: 0         
Term: Emerging                       Term Frequency: 0         
Term: Samp.Indicator                 Term Frequency: 0         
Term: theAlgorithms                  Term Frequency: 0         
Term: Design                         Term Frequency: 0         
Term: Mindset                        Term Frequency: 0         
Term: lectures.Students              Term Frequency: 0         
Term: Notably                        Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: School                         Term Frequency: 0         
Term: Thoughour                      Term Frequency: 0         
Term: 009Forum                       Term Frequency: 0         
Term: 049Forum                       Term Frequency: 0         
Term: MOOCspace                      Term Frequency: 0         
Term: communities:Evidence           Term Frequency: 0         
Term: Advances                       Term Frequency: 0         
Term: Johnson                        Term Frequency: 0         
Term: Nagaoka                        Term Frequency: 0         
Term: WebIntelligence                Term Frequency: 0         
Term: Forexample                     Term Frequency: 0         
Term: Trajectories                   Term Frequency: 0         
Term: ScienceStanford                Term Frequency: 0         
Term: Overall                        Term Frequency: 0         
Term: United                         Term Frequency: 0         
Term: UniversityStanford             Term Frequency: 0         
Term: Daphne                         Term Frequency: 0         
Term: HDI                            Term Frequency: 0         
Term: Pair                           Term Frequency: 0         
Term: 10.0Average                    Term Frequency: 0         
Term: Karpicke                       Term Frequency: 0         
Term: them.Future                    Term Frequency: 0         
Term: withMOOC                       Term Frequency: 0         
Term: Hothorn                        Term Frequency: 0         
Term: Content                        Term Frequency: 0         
Term: Stahl                          Term Frequency: 0         
Term: CommunicationStanford          Term Frequency: 0         
Term: Learner                        Term Frequency: 0         
Term: Response                       Term Frequency: 0         
Term: Bill                           Term Frequency: 0         
Term: fromIndia                      Term Frequency: 0         
Term: Wagner                         Term Frequency: 0         
Term: Stereotype                     Term Frequency: 0         
Term: HSD                            Term Frequency: 0         
Term: DISCUSSIONFirst                Term Frequency: 0         
Term: dHSOverall                     Term Frequency: 0         
Term: Gates                          Term Frequency: 0         
Term: Brain                          Term Frequency: 0         
Term: Forum                          Term Frequency: 0         
Term: Enhance                        Term Frequency: 0         
Term: course.Streaming               Term Frequency: 0         
Term: Including                      Term Frequency: 0         
Term: Instructional                  Term Frequency: 0         
Term: Foundation                     Term Frequency: 0         
Term: Cocking                        Term Frequency: 0         
Term: Open                           Term Frequency: 0         
Term: MOOCsmeeting                   Term Frequency: 0         
Term: III                            Term Frequency: 0         
Term: ActivityForum                  Term Frequency: 0         
Term: Absolute                       Term Frequency: 0         
Term: Ratio                          Term Frequency: 0         
Term: Auditors                       Term Frequency: 0         
Term: inEducation                    Term Frequency: 0         
Term: Keyes                          Term Frequency: 0         
Term: MaxMind’s                      Term Frequency: 0         
Term: Kiesler                        Term Frequency: 0         
Term: n.a.Streaming                  Term Frequency: 0         
Term: Wecomputed                     Term Frequency: 0         
Term: Black                          Term Frequency: 0         
Term: Hoc                            Term Frequency: 0         
Term: How                            Term Frequency: 0         
Term: Morequalitative                Term Frequency: 0         
Term: ANOVA                          Term Frequency: 0         
Term: MOOCs1                         Term Frequency: 0         
Term: Kizilcec                       Term Frequency: 0         
Term: Koschmann                      Term Frequency: 0         
Term: Interpretation                 Term Frequency: 0         
Term: StanfordLytics                 Term Frequency: 0         
Term: Streaming                      Term Frequency: 0         
Term: cMOOCs                         Term Frequency: 0         
Term: Accessto                       Term Frequency: 0         
Term: Retrieved                      Term Frequency: 0         
Term: Sawyer                         Term Frequency: 0         
Term: ofExperimental                 Term Frequency: 0         
Term: Dweck                          Term Frequency: 0         
Term: Valcke                         Term Frequency: 0         
Term: Opportu                        Term Frequency: 0         
Term: Piech                          Term Frequency: 0         
Term: Provostfor                     Term Frequency: 0         
Term: Accessed                       Term Frequency: 0         
Term: Subject                        Term Frequency: 0         
Term: 149Streaming                   Term Frequency: 0         
Term: IndexA                         Term Frequency: 0         
Term: Moreover                       Term Frequency: 0         
Term: Technologies                   Term Frequency: 0         
Term: Models                         Term Frequency: 0         
Term: ExperienceRatings              Term Frequency: 0         
Term: Intentions                     Term Frequency: 0         
Term: 1.0Streaming                   Term Frequency: 0         
Term: ofChicago                      Term Frequency: 0         
Term: Keer                           Term Frequency: 0         
Term: McDaniel                       Term Frequency: 0         
Term: User                           Term Frequency: 0         
Term: Uses                           Term Frequency: 0         
Term: While                          Term Frequency: 0         
Term: RoyPea                         Term Frequency: 0         
Term: Interventions                  Term Frequency: 0         
Term: Gender                         Term Frequency: 0         
Term: Goldrick                       Term Frequency: 0         
Term: success.Ballantine             Term Frequency: 0         
Term: FeaturesUnderstanding          Term Frequency: 0         
Term: Corbett                        Term Frequency: 0         
Term: Computers                      Term Frequency: 0         
Term: Konstan.Building               Term Frequency: 0         
Term: CoursesRené                    Term Frequency: 0         
Term: UniversityPress                Term Frequency: 0         
Term: periences.The                  Term Frequency: 0         
Term: Thisnarrative                  Term Frequency: 0         
Term: 004Forum                       Term Frequency: 0         
Term: Algorithms                     Term Frequency: 0         
Term: Samplinglearners               Term Frequency: 0         
Term: Very                           Term Frequency: 0         
Term: Education                      Term Frequency: 0         
Term: Jan                            Term Frequency: 0         
Term: groups:A                       Term Frequency: 0         
Term: fallsinto.Cross                Term Frequency: 0         
Term: fee.LAK                        Term Frequency: 0         
Term: College                        Term Frequency: 0         
Term: COURSE                         Term Frequency: 0         
Term: contributionPermission         Term Frequency: 0         
Term: Comp                           Term Frequency: 0         
Term: InProceedings                  Term Frequency: 0         
Term: Rodriguez                      Term Frequency: 0         
Term: HigherEducation                Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: tutors:Technology              Term Frequency: 0         
Term: Note                           Term Frequency: 0         
Term: Weare                          Term Frequency: 0         
Term: frequentlyCompleting           Term Frequency: 0         
Term: assessments.We                 Term Frequency: 0         
Term: Italso                         Term Frequency: 0         
Term: Mathematics                    Term Frequency: 0         
Term: With                           Term Frequency: 0         
Term: Wise                           Term Frequency: 0         
Term: averageStreaming               Term Frequency: 0         
Term: Patterns                       Term Frequency: 0         
Term: Conati                         Term Frequency: 0         
Term: LAK                            Term Frequency: 0         
Term: Likewise                       Term Frequency: 0         
Term: Office                         Term Frequency: 0         
Term: into                           Term Frequency: 0         
Term: rience.Geographical            Term Frequency: 0         
Term: Farrington                     Term Frequency: 0         
Term: First                          Term Frequency: 0         
Term: Kim                            Term Frequency: 0         
Term: learning.Another               Term Frequency: 0         
Term: Honest                         Term Frequency: 0         
Term: Koedinger                      Term Frequency: 0         
Term: IntentionsFor                  Term Frequency: 0         
Term: Beechum.Teaching               Term Frequency: 0         
Term: Disengagingand                 Term Frequency: 0         
Term: Assessment                     Term Frequency: 0         
Term: Science                        Term Frequency: 0         
Term: Inour                          Term Frequency: 0         
Term: Disengaging                    Term Frequency: 0         
Term: Koller                         Term Frequency: 0         
Term: Roediger                       Term Frequency: 0         
Term: 152Forum                       Term Frequency: 0         
Term: Linking                        Term Frequency: 0         
Term: 056Streaming                   Term Frequency: 0         
Term: MOOCs                          Term Frequency: 0         
Term: 5.0Overall                     Term Frequency: 0         
Term: Using                          Term Frequency: 0         
Term: SamplingHS                     Term Frequency: 0         
Term: cs.stanford.eduABSTRACTAs      Term Frequency: 0         
Term: Wever                          Term Frequency: 0         
Term: 2HSOverall                     Term Frequency: 0         
Term: Spencer                        Term Frequency: 0         
Term: Completing                     Term Frequency: 0         
Term: ePenguin                       Term Frequency: 0         
Term: course.Those                   Term Frequency: 0         
Term: Learners                       Term Frequency: 0         
Term: Lab                            Term Frequency: 0         
Term: date.In                        Term Frequency: 0         
Term: Disengagement:Analyzing        Term Frequency: 0         
Term: Rousseeuw                      Term Frequency: 0         
Term: Silhouettes                    Term Frequency: 0         
Term: Lee                            Term Frequency: 0         
Term: Analytics                      Term Frequency: 0         
Term: Wiliam                         Term Frequency: 0         
Term: MIT                            Term Frequency: 0         
Term: Erlbaum                        Term Frequency: 0         
Term: Lik                            Term Frequency: 0         
Term: MOOCdesigners                  Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: Withineach                     Term Frequency: 0         
Term: Contendingwith                 Term Frequency: 0         
Term: Low                            Term Frequency: 0         
Term: Kraut                          Term Frequency: 0         
Term: Cross                          Term Frequency: 0         
Term: Milla                          Term Frequency: 0         
Term: inMassive                      Term Frequency: 0         
Term: andGS                          Term Frequency: 0         
Term: Modifications                  Term Frequency: 0         
Term: Thecomplete                    Term Frequency: 0         
Term: Interven                       Term Frequency: 0         
Term: Cohen                          Term Frequency: 0         
Term: Although                       Term Frequency: 0         
Term: Mining                         Term Frequency: 0         
Term: Odds                           Term Frequency: 0         
Term: ANOVAs                         Term Frequency: 0         
Term: research.The                   Term Frequency: 0         
Term: Allensworth                    Term Frequency: 0         
Term: Engagement                     Term Frequency: 0         
Term: Statistical                    Term Frequency: 0         
Term: States                         Term Frequency: 0         
Term: Significant                    Term Frequency: 0         
Term: 278UGOverall                   Term Frequency: 0         
Term: Vice                           Term Frequency: 0         
Term: Bulletin                       Term Frequency: 0         
Term: ExperienceFigure               Term Frequency: 0         
Term: Another                        Term Frequency: 0         
Term: Extension                      Term Frequency: 0         
Term: andUK                          Term Frequency: 0         
Term: Level                          Term Frequency: 0         
Term: Nass                           Term Frequency: 0         
Term: Online                         Term Frequency: 0         
Term: Excellent                      Term Frequency: 0         
Term: 259GSOverall                   Term Frequency: 0         
Term: Both                           Term Frequency: 0         
Term: Shirky                         Term Frequency: 0         
Term: courses.This                   Term Frequency: 0         
Term: will                           Term Frequency: 0         
Term: Chicago                        Term Frequency: 0         
Term: Hatch                          Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: Auditing                       Term Frequency: 0         
Term: Moocs                          Term Frequency: 0         
Term: ActivityFigure                 Term Frequency: 0         
Term: Press                          Term Frequency: 0         
Term: onPersuasive                   Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: there                          Term Frequency: 0         
Term: Creativity                     Term Frequency: 0         
Term: Among                          Term Frequency: 0         
Term: Books                          Term Frequency: 0         
Term: New                            Term Frequency: 0         
Term: learners.Table                 Term Frequency: 0         
Term: 091UGOverall                   Term Frequency: 0         
Term: Through                        Term Frequency: 0         
Term: Analo                          Term Frequency: 0         
Term: DemographicsHS                 Term Frequency: 0         
Term: ComparisonsThe                 Term Frequency: 0         
Term: Amershi                        Term Frequency: 0         
Term: Dept                           Term Frequency: 0         
Term: ALGO                           Term Frequency: 0         
Term: Lawrence                       Term Frequency: 0         
Term: on170Figure                    Term Frequency: 0         
Term: Medium                         Term Frequency: 0         
Term: tab.A                          Term Frequency: 0         
Term: Review                         Term Frequency: 0         
Term: MOOC                           Term Frequency: 0         
Term: Stanford’s                     Term Frequency: 0         
Term: Resnick                        Term Frequency: 0         
Term: MethodologyThe                 Term Frequency: 0         
Term: Quinn                          Term Frequency: 0         
Term: Technology                     Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: Burke                          Term Frequency: 0         
Term: theUG                          Term Frequency: 0         
Term: Bransford                      Term Frequency: 0         
Term: andDisengaging                 Term Frequency: 0         
Term: Hall                           Term Frequency: 0         
Term: Proceedings                    Term Frequency: 0         
Term: Course                         Term Frequency: 0         
Term: Reframing                      Term Frequency: 0         
Term: Samp                           Term Frequency: 0         
Term: Dueto                          Term Frequency: 0         
Term: TermsAlgorithms                Term Frequency: 0         
Term: Siemens                        Term Frequency: 0         
Term: Human                          Term Frequency: 0         
Term: Psychonomic                    Term Frequency: 0         
Term: grainedanalytics.Categories    Term Frequency: 0         
Term: GeoLitedatabase                Term Frequency: 0         
Term: BelgiumCopyright               Term Frequency: 0         
Term: 128GSOverall                   Term Frequency: 0         
Term: cs.stanford.eduEmily           Term Frequency: 0         
Term: 016Forum                       Term Frequency: 0         
Term: Master’s                       Term Frequency: 0         
Term: Demographics                   Term Frequency: 0         
Term: HDR_2011_Statistical_Tables.xls Term Frequency: 0         
Term: Activity                       Term Frequency: 0         
Term: Cambridge                      Term Frequency: 0         
Term: Chapman                        Term Frequency: 0         
Term: One                            Term Frequency: 0         
Term: learning.Compared              Term Frequency: 0         
Term: Comparisons                    Term Frequency: 0         
Term: Disen                          Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: Russia                         Term Frequency: 0         
Term: MeasurementKeywordsLearning    Term Frequency: 0         
Term: Location                       Term Frequency: 0         
Term: Our                            Term Frequency: 0         
Term: Out                            Term Frequency: 0         
Term: Pattern                        Term Frequency: 0         
Term: theGS                          Term Frequency: 0         
Term: Suthers.Computer               Term Frequency: 0         
Term: Distancelearning               Term Frequency: 0         
Term: TrajectoriesComp               Term Frequency: 0         
Term: Consortium                     Term Frequency: 0         
Term: Test                           Term Frequency: 0         
Term: opportunities.We               Term Frequency: 0         
Term: Russia.Table                   Term Frequency: 0         
Term: Ophir                          Term Frequency: 0         
Term: Calibrating                    Term Frequency: 0         
Term: EducationStanford              Term Frequency: 0         
Term: Bahr                           Term Frequency: 0         
Term: GSActive                       Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: Psychology                     Term Frequency: 0         
Term: Male                           Term Frequency: 0         
Term: Challenges                     Term Frequency: 0         
Term: Academictenacity               Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: Female                         Term Frequency: 0         
Term: analysis.Journal               Term Frequency: 0         
Term: Investigatingpoints            Term Frequency: 0         
Term: SamplingDisengagingCompletingAuditingSamplingDisengagingCompletingAuditingSamplingDisengagingCompletingAuditingHSUGGS0.5 Term Frequency: 0         
Term: SamplingDisengagingCompletingAuditingSamplingDisengagingCompletingAuditingSamplingDisengagingCompletingAuditingHSUGGS0.1 Term Frequency: 0         
Term: Roderick                       Term Frequency: 0         
Term: Clifford                       Term Frequency: 0         
Term: Thelatter                      Term Frequency: 0         
Term: Saenz                          Term Frequency: 0         
Term: GSAuditing                     Term Frequency: 0         
Term: environments.Handbook          Term Frequency: 0         
Term: Nations                        Term Frequency: 0         
Term: Applied                        Term Frequency: 0         
Term: Sinceour                       Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: Engage                         Term Frequency: 0         
Term: Index                          Term Frequency: 0         
Term: we175Table                     Term Frequency: 0         
Term: Surprisingly                   Term Frequency: 0         
Term: India                          Term Frequency: 0         
Term: thispaper.Another              Term Frequency: 0         
Term: Bukoski                        Term Frequency: 0         
Term: Along                          Term Frequency: 0         
Term: Schneider                      Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: IndexFigure                    Term Frequency: 0         
Term: Cohen’s                        Term Frequency: 0         
Term: General                        Term Frequency: 0         
Term: DEMOGRAPHICSOur                Term Frequency: 0         
Term: Usingunsupervised              Term Frequency: 0         
Term: Cluster                        Term Frequency: 0         
Term: Platform                       Term Frequency: 0         
Term: Acritical                      Term Frequency: 0         
Term: ProbabilisticGraphical         Term Frequency: 0         
Term: LocationTo                     Term Frequency: 0         
Term: Fogg                           Term Frequency: 0         
Term: Rab                            Term Frequency: 0         
Term: BreakdownCourse                Term Frequency: 0         
