Term: forum                          Term Frequency: 88        
Term: epfl.chTobias                  Term Frequency: 0         
Term: 15thInternational              Term Frequency: 0         
Term: Chounta                        Term Frequency: 0         
Term: release.Da                     Term Frequency: 0         
Term: release.Dd                     Term Frequency: 0         
Term: Clusters                       Term Frequency: 0         
Term: What                           Term Frequency: 0         
Term: Bringing                       Term Frequency: 0         
Term: Subject                        Term Frequency: 0         
Term: givers.Comparison              Term Frequency: 0         
Term: Moreover                       Term Frequency: 0         
Term: Technologies                   Term Frequency: 0         
Term: Models                         Term Frequency: 0         
Term: NRMSE                          Term Frequency: 0         
Term: A.McFarland                    Term Frequency: 0         
Term: Vytasek                        Term Frequency: 0         
Term: User                           Term Frequency: 0         
Term: Uses                           Term Frequency: 0         
Term: acm.org.LAK                    Term Frequency: 0         
Term: While                          Term Frequency: 0         
Term: possibletrianglesFigure        Term Frequency: 0         
Term: Based                          Term Frequency: 0         
Term: Blockmodeling                  Term Frequency: 0         
Term: TUREIn                         Term Frequency: 0         
Term: inReactive                     Term Frequency: 0         
Term: patterns.Time                  Term Frequency: 0         
Term: UniversityPress                Term Frequency: 0         
Term: Krathwohl’s                    Term Frequency: 0         
Term: 3405One                        Term Frequency: 0         
Term: Rossiet                        Term Frequency: 0         
Term: Education                      Term Frequency: 0         
Term: Gillani                        Term Frequency: 0         
Term: Germanyhoppe                   Term Frequency: 0         
Term: Consequently                   Term Frequency: 0         
Term: Hecking                        Term Frequency: 0         
Term: extractionIn                   Term Frequency: 0         
Term: Nature                         Term Frequency: 0         
Term: Scientific                     Term Frequency: 0         
Term: often.This                     Term Frequency: 0         
Term: Wide                           Term Frequency: 0         
Term: Clustering                     Term Frequency: 0         
Term: Network                        Term Frequency: 0         
Term: DISCUSSION                     Term Frequency: 0         
Term: communication.Surprisingly     Term Frequency: 0         
Term: Kidzin                         Term Frequency: 0         
Term: 3027385.3027391Massive         Term Frequency: 0         
Term: courses.Figure                 Term Frequency: 0         
Term: InProceedings                  Term Frequency: 0         
Term: Core                           Term Frequency: 0         
Term: Oleksandra                     Term Frequency: 0         
Term: Struct                         Term Frequency: 0         
Term: CONTENT                        Term Frequency: 0         
Term: eventsTTk                      Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: EuropeanNetwork                Term Frequency: 0         
Term: Note                           Term Frequency: 0         
Term: Kidzinski                      Term Frequency: 0         
Term: Hereafter                      Term Frequency: 0         
Term: Wise                           Term Frequency: 0         
Term: CONTENTFor                     Term Frequency: 0         
Term: Distance                       Term Frequency: 0         
Term: LAK                            Term Frequency: 0         
Term: Anintroduction                 Term Frequency: 0         
Term: March                          Term Frequency: 0         
Term: into                           Term Frequency: 0         
Term: First                          Term Frequency: 0         
Term: featuresDv                     Term Frequency: 0         
Term: Teachingin                     Term Frequency: 0         
Term: Goldwasser                     Term Frequency: 0         
Term: Jansen.Analyzing               Term Frequency: 0         
Term: Extrac                         Term Frequency: 0         
Term: Analysis:Methods               Term Frequency: 0         
Term: Encouraging                    Term Frequency: 0         
Term: Science                        Term Frequency: 0         
Term: Courses                        Term Frequency: 0         
Term: Wasserman                      Term Frequency: 0         
Term: Engaging                       Term Frequency: 0         
Term: Lausanne                       Term Frequency: 0         
Term: Jermann                        Term Frequency: 0         
Term: Shirvani                       Term Frequency: 0         
Term: Manataki                       Term Frequency: 0         
Term: initiatingeventsStructural     Term Frequency: 0         
Term: modelingRole                   Term Frequency: 0         
Term: MOOCs                          Term Frequency: 0         
Term: phrases.Figure                 Term Frequency: 0         
Term: Structuralanalysis             Term Frequency: 0         
Term: posts.Classification           Term Frequency: 0         
Term: nodes6Fraction                 Term Frequency: 0         
Term: Annual                         Term Frequency: 0         
Term: Thesegeneral                   Term Frequency: 0         
Term: Tormey                         Term Frequency: 0         
Term: Datafrom                       Term Frequency: 0         
Term: Previous                       Term Frequency: 0         
Term: ACTIVITY                       Term Frequency: 0         
Term: Song                           Term Frequency: 0         
Term: courses.Procedia               Term Frequency: 0         
Term: Lam                            Term Frequency: 0         
Term: Genereal                       Term Frequency: 0         
Term: onData                         Term Frequency: 0         
Term: Analytics                      Term Frequency: 0         
Term: Robins                         Term Frequency: 0         
Term: Liu                            Term Frequency: 0         
Term: GeneralcontentTechnicalResource Term Frequency: 0         
Term: 1601Active                     Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: Carroll.Designing              Term Frequency: 0         
Term: topics.General                 Term Frequency: 0         
Term: Station                        Term Frequency: 0         
Term: Analysisof                     Term Frequency: 0         
Term: Malzahn                        Term Frequency: 0         
Term: Intelligence                   Term Frequency: 0         
Term: Impact                         Term Frequency: 0         
Term: Skryabin                       Term Frequency: 0         
Term: collide.infoPierre             Term Frequency: 0         
Term: 15.00DOI                       Term Frequency: 0         
Term: RLCD                           Term Frequency: 0         
Term: DillenbourgCHILI               Term Frequency: 0         
Term: Dillenbourg                    Term Frequency: 0         
Term: Various                        Term Frequency: 0         
Term: MethodTable                    Term Frequency: 0         
Term: Cohen                          Term Frequency: 0         
Term: Ritschard                      Term Frequency: 0         
Term: Mining                         Term Frequency: 0         
Term: attributes.Figure              Term Frequency: 0         
Term: Considering                    Term Frequency: 0         
Term: Divinsky                       Term Frequency: 0         
Term: Results5.2.1                   Term Frequency: 0         
Term: Statistical                    Term Frequency: 0         
Term: ACMConference                  Term Frequency: 0         
Term: Gopal                          Term Frequency: 0         
Term: Interest                       Term Frequency: 0         
Term: Another                        Term Frequency: 0         
Term: Lusher                         Term Frequency: 0         
Term: Yang                           Term Frequency: 0         
Term: ISBN                           Term Frequency: 0         
Term: collide.infoH                  Term Frequency: 0         
Term: Conscientious                  Term Frequency: 0         
Term: Request                        Term Frequency: 0         
Term: Anticipating                   Term Frequency: 0         
Term: Reactive                       Term Frequency: 0         
Term: Online                         Term Frequency: 0         
Term: Certain                        Term Frequency: 0         
Term: will                           Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: ArtificialIntelligence         Term Frequency: 0         
Term: Booth                          Term Frequency: 0         
Term: DUAL                           Term Frequency: 0         
Term: Doreian                        Term Frequency: 0         
Term: Hoppe.Using                    Term Frequency: 0         
Term: Questionrecommendation         Term Frequency: 0         
Term: European                       Term Frequency: 0         
Term: Ferschke                       Term Frequency: 0         
Term: Press                          Term Frequency: 0         
Term: model.IEEE                     Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: there                          Term Frequency: 0         
Term: Batagelj                       Term Frequency: 0         
Term: Books                          Term Frequency: 0         
Term: Pursel                         Term Frequency: 0         
Term: Ramesh                         Term Frequency: 0         
Term: RMSE                           Term Frequency: 0         
Term: Review                         Term Frequency: 0         
Term: MOOC                           Term Frequency: 0         
Term: Overview                       Term Frequency: 0         
Term: timeSubject                    Term Frequency: 0         
Term: Normalized                     Term Frequency: 0         
Term: Kellogg                        Term Frequency: 0         
Term: Untangling                     Term Frequency: 0         
Term: WORKExisting                   Term Frequency: 0         
Term: ERGMs                          Term Frequency: 0         
Term: Boyatt                         Term Frequency: 0         
Term: Technology                     Term Frequency: 0         
Term: Especially                     Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: TIMEWith                       Term Frequency: 0         
Term: keywordsKeywords               Term Frequency: 0         
Term: Method                         Term Frequency: 0         
Term: inOpen                         Term Frequency: 0         
Term: contentPost                    Term Frequency: 0         
Term: Proceedings                    Term Frequency: 0         
Term: Course                         Term Frequency: 0         
Term: Same                           Term Frequency: 0         
Term: Role                           Term Frequency: 0         
Term: Discussion                     Term Frequency: 0         
Term: International                  Term Frequency: 0         
Term: OVER                           Term Frequency: 0         
Term: exampleResource                Term Frequency: 0         
Term: Different                      Term Frequency: 0         
Term: Human                          Term Frequency: 0         
Term: Functional                     Term Frequency: 0         
Term: Higher                         Term Frequency: 0         
Term: Rose                           Term Frequency: 0         
Term: featuresNetk                   Term Frequency: 0         
Term: ResultsIn                      Term Frequency: 0         
Term: Switzerlandpierre.dillenbourg  Term Frequency: 0         
Term: Strogatz                       Term Frequency: 0         
Term: Granovetter                    Term Frequency: 0         
Term: Integration                    Term Frequency: 0         
Term: Activity                       Term Frequency: 0         
Term: Cambridge                      Term Frequency: 0         
Term: One                            Term Frequency: 0         
Term: epfl.chABSTRACTIn              Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: Examples                       Term Frequency: 0         
Term: Sinclair                       Term Frequency: 0         
Term: Furthermore                    Term Frequency: 0         
Term: passed.Na                      Term Frequency: 0         
Term: MOOCusers                      Term Frequency: 0         
Term: 504Table                       Term Frequency: 0         
Term: Reactiveforums                 Term Frequency: 0         
Term: Principles                     Term Frequency: 0         
Term: Evolution                      Term Frequency: 0         
Term: Springer                       Term Frequency: 0         
Term: Applications                   Term Frequency: 0         
Term: Experiences                    Term Frequency: 0         
Term: Forinstance                    Term Frequency: 0         
Term: 0.28M0                         Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: HeckingCOLLIDE                 Term Frequency: 0         
Term: Series                         Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: Many                           Term Frequency: 0         
Term: Several                        Term Frequency: 0         
Term: Scala.Cluster                  Term Frequency: 0         
Term: course.However                 Term Frequency: 0         
Term: Pro                            Term Frequency: 0         
Term: Wong                           Term Frequency: 0         
Term: IEEE                           Term Frequency: 0         
Term: Features                       Term Frequency: 0         
Term: Erkens                         Term Frequency: 0         
Term: necessary.Categories           Term Frequency: 0         
Term: 4534Dropouts                   Term Frequency: 0         
Term: forScala                       Term Frequency: 0         
Term: Vancouver                      Term Frequency: 0         
Term: Loya                           Term Frequency: 0         
Term: user.For                       Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: Statistics                     Term Frequency: 0         
Term: Kovanovic                      Term Frequency: 0         
Term: Teaching                       Term Frequency: 0         
Term: Abstracting                    Term Frequency: 0         
Term: andEducational                 Term Frequency: 0         
Term: Foranalyzing                   Term Frequency: 0         
Term: Getoor                         Term Frequency: 0         
Term: Secretariat                    Term Frequency: 0         
Term: ICWSM                          Term Frequency: 0         
Term: AND                            Term Frequency: 0         
Term: RQ2                            Term Frequency: 0         
Term: RQ1                            Term Frequency: 0         
Term: RQ4                            Term Frequency: 0         
Term: RQ3                            Term Frequency: 0         
Term: RQ6                            Term Frequency: 0         
Term: RQ5                            Term Frequency: 0         
Term: timeConsidering                Term Frequency: 0         
Term: Rossi                          Term Frequency: 0         
Term: Dawson                         Term Frequency: 0         
Term: Such                           Term Frequency: 0         
Term: 1284Active                     Term Frequency: 0         
Term: Innovation                     Term Frequency: 0         
Term: Temporal                       Term Frequency: 0         
Term: Section2                       Term Frequency: 0         
Term: Tables                         Term Frequency: 0         
Term: Schneider                      Term Frequency: 0         
Term: ReactiveProgramming            Term Frequency: 0         
Term: Net7                           Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: Driven                         Term Frequency: 0         
Term: Reactive.Cluster               Term Frequency: 0         
Term: Further                        Term Frequency: 0         
Term: timeline.In                    Term Frequency: 0         
Term: Recommender                    Term Frequency: 0         
Term: onEducational                  Term Frequency: 0         
