Term: twitter                        Term Frequency: 82        
Term: Technologies                   Term Frequency: 0         
Term: LAKWorkshops                   Term Frequency: 0         
Term: inTable                        Term Frequency: 0         
Term: Hashtag                        Term Frequency: 0         
Term: Decker.Using                   Term Frequency: 0         
Term: 4050LAK13                      Term Frequency: 0         
Term: ConversationTable              Term Frequency: 0         
Term: acm.org.LAK                    Term Frequency: 0         
Term: DigitalHumanities              Term Frequency: 0         
Term: MissouriColumbia               Term Frequency: 0         
Term: While                          Term Frequency: 0         
Term: Baumer                         Term Frequency: 0         
Term: Taibi                          Term Frequency: 0         
Term: Dietze                         Term Frequency: 0         
Term: Junco                          Term Frequency: 0         
Term: 7ErikDuval                     Term Frequency: 0         
Term: Institute                      Term Frequency: 0         
Term: Based                          Term Frequency: 0         
Term: Jordan                         Term Frequency: 0         
Term: Enabled                        Term Frequency: 0         
Term: Length                         Term Frequency: 0         
Term: Ito                            Term Frequency: 0         
Term: NetworkAnalysis                Term Frequency: 0         
Term: theyears.Conf                  Term Frequency: 0         
Term: Archiving                      Term Frequency: 0         
Term: Letierce                       Term Frequency: 0         
Term: Fostering                      Term Frequency: 0         
Term: Academic                       Term Frequency: 0         
Term: research.Categories            Term Frequency: 0         
Term: conference.Data                Term Frequency: 0         
Term: ones.After                     Term Frequency: 0         
Term: Ponweiser                      Term Frequency: 0         
Term: Cody                           Term Frequency: 0         
Term: Node                           Term Frequency: 0         
Term: Detection                      Term Frequency: 0         
Term: participants343Figure          Term Frequency: 0         
Term: Tweets                         Term Frequency: 0         
Term: LAK14                          Term Frequency: 0         
Term: LAK13                          Term Frequency: 0         
Term: LAK12                          Term Frequency: 0         
Term: LAK11                          Term Frequency: 0         
Term: Services                       Term Frequency: 0         
Term: CommunityTo                    Term Frequency: 0         
Term: Blei                           Term Frequency: 0         
Term: Kwak                           Term Frequency: 0         
Term: Network                        Term Frequency: 0         
Term: Degree                         Term Frequency: 0         
Term: Transactions                   Term Frequency: 0         
Term: InProceedings                  Term Frequency: 0         
Term: York                           Term Frequency: 0         
Term: Competencies                   Term Frequency: 0         
Term: Twittering                     Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: Second                         Term Frequency: 0         
Term: Compared                       Term Frequency: 0         
Term: Niemann                        Term Frequency: 0         
Term: Note                           Term Frequency: 0         
Term: LDAvis                         Term Frequency: 0         
Term: Otherformats                   Term Frequency: 0         
Term: CommunityIn                    Term Frequency: 0         
Term: Morerecently                   Term Frequency: 0         
Term: Interaction                    Term Frequency: 0         
Term: Because                        Term Frequency: 0         
Term: Lambiotte                      Term Frequency: 0         
Term: JSON                           Term Frequency: 0         
Term: Replieslak11                   Term Frequency: 0         
Term: conferences.To                 Term Frequency: 0         
Term: Spiral                         Term Frequency: 0         
Term: tweets.With                    Term Frequency: 0         
Term: Lopes                          Term Frequency: 0         
Term: BigData                        Term Frequency: 0         
Term: Even                           Term Frequency: 0         
Term: Conferences                    Term Frequency: 0         
Term: Thornton                       Term Frequency: 0         
Term: LAK                            Term Frequency: 0         
Term: LearningAnalytics              Term Frequency: 0         
Term: Latentdirichlet                Term Frequency: 0         
Term: LDA                            Term Frequency: 0         
Term: Workshops                      Term Frequency: 0         
Term: March                          Term Frequency: 0         
Term: into                           Term Frequency: 0         
Term: Citeseer                       Term Frequency: 0         
Term: Hawaii                         Term Frequency: 0         
Term: literature.Second              Term Frequency: 0         
Term: First                          Term Frequency: 0         
Term: KnowledgeConferencesBodong     Term Frequency: 0         
Term: SXSWi                          Term Frequency: 0         
Term: Diakopoulos                    Term Frequency: 0         
Term: Nodes                          Term Frequency: 0         
Term: Willis                         Term Frequency: 0         
Term: Enhancedsentiment              Term Frequency: 0         
Term: Forfuture                      Term Frequency: 0         
Term: Spreadsheet                    Term Frequency: 0         
Term: community.Interesting          Term Frequency: 0         
Term: Martinez                       Term Frequency: 0         
Term: Interactive                    Term Frequency: 0         
Term: conferences.Creativity         Term Frequency: 0         
Term: Carpendale                     Term Frequency: 0         
Term: Inthese                        Term Frequency: 0         
Term: Soci                           Term Frequency: 0         
Term: Science                        Term Frequency: 0         
Term: Tunisian                       Term Frequency: 0         
Term: Engaging                       Term Frequency: 0         
Term: July                           Term Frequency: 0         
Term: Hermida                        Term Frequency: 0         
Term: Poughkeepsie                   Term Frequency: 0         
Term: Archeology                     Term Frequency: 0         
Term: June                           Term Frequency: 0         
Term: Using                          Term Frequency: 0         
Term: Annual                         Term Frequency: 0         
Term: Previous                       Term Frequency: 0         
Term: Hong                           Term Frequency: 0         
Term: Student                        Term Frequency: 0         
Term: Some                           Term Frequency: 0         
Term: Hypertext                      Term Frequency: 0         
Term: displayed.Figure               Term Frequency: 0         
Term: Living                         Term Frequency: 0         
Term: Sons                           Term Frequency: 0         
Term: Linguistic                     Term Frequency: 0         
Term: Ananny                         Term Frequency: 0         
Term: column.Based                   Term Frequency: 0         
Term: MinnesotaMinneapolis           Term Frequency: 0         
Term: Allocation                     Term Frequency: 0         
Term: Lee                            Term Frequency: 0         
Term: Analytics                      Term Frequency: 0         
Term: revolutions.International      Term Frequency: 0         
Term: NewMedia                       Term Frequency: 0         
Term: Texas                          Term Frequency: 0         
Term: Factors                        Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: Twitterat                      Term Frequency: 0         
Term: LAKTwitter                     Term Frequency: 0         
Term: well.More                      Term Frequency: 0         
Term: Hence                          Term Frequency: 0         
Term: Hyperion                       Term Frequency: 0         
Term: worksCommunity                 Term Frequency: 0         
Term: A.Casanova                     Term Frequency: 0         
Term: Lotan                          Term Frequency: 0         
Term: Visual                         Term Frequency: 0         
Term: RESULTS                        Term Frequency: 0         
Term: Lewis                          Term Frequency: 0         
Term: SIGCHI                         Term Frequency: 0         
Term: Fourth                         Term Frequency: 0         
Term: Haywood                        Term Frequency: 0         
Term: AnalysisTo                     Term Frequency: 0         
Term: TAGS                           Term Frequency: 0         
Term: Resultsindicated               Term Frequency: 0         
Term: Pirolli                        Term Frequency: 0         
Term: OntologyLearning               Term Frequency: 0         
Term: InteractiveVisualization       Term Frequency: 0         
Term: IEEETransactions               Term Frequency: 0         
Term: Sorted                         Term Frequency: 0         
Term: Mar                            Term Frequency: 0         
Term: Tsur                           Term Frequency: 0         
Term: Socially                       Term Frequency: 0         
Term: NetworksInteraction            Term Frequency: 0         
Term: InWorkshop                     Term Frequency: 0         
Term: Combining                      Term Frequency: 0         
Term: SocialComputing                Term Frequency: 0         
Term: Statistical                    Term Frequency: 0         
Term: theWisdom                      Term Frequency: 0         
Term: size.Overall                   Term Frequency: 0         
Term: Yale                           Term Frequency: 0         
Term: LAK14Figure                    Term Frequency: 0         
Term: Yang                           Term Frequency: 0         
Term: Twitter                        Term Frequency: 0         
Term: LAKTo                          Term Frequency: 0         
Term: Hashtags                       Term Frequency: 0         
Term: Moon                           Term Frequency: 0         
Term: Case                           Term Frequency: 0         
Term: beRetweeted                    Term Frequency: 0         
Term: More                           Term Frequency: 0         
Term: According                      Term Frequency: 0         
Term: Weinitially                    Term Frequency: 0         
Term: Online                         Term Frequency: 0         
Term: AnalysisIn                     Term Frequency: 0         
Term: will                           Term Frequency: 0         
Term: Stern.Predicting               Term Frequency: 0         
Term: TweetsLAK11                    Term Frequency: 0         
Term: Total                          Term Frequency: 0         
Term: Ansari                         Term Frequency: 0         
Term: Austin                         Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: Boyd                           Term Frequency: 0         
Term: Ferguson                       Term Frequency: 0         
Term: DataMining                     Term Frequency: 0         
Term: Press                          Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: Egyptian                       Term Frequency: 0         
Term: seeTable                       Term Frequency: 0         
Term: ofUniversal                    Term Frequency: 0         
Term: Means                          Term Frequency: 0         
Term: Net                            Term Frequency: 0         
Term: New                            Term Frequency: 0         
Term: Terras                         Term Frequency: 0         
Term: relations:Twitter              Term Frequency: 0         
Term: Through                        Term Frequency: 0         
Term: Twitter’s                      Term Frequency: 0         
Term: Rdata                          Term Frequency: 0         
Term: onTwitter                      Term Frequency: 0         
Term: Not                            Term Frequency: 0         
Term: Review                         Term Frequency: 0         
Term: MOOC                           Term Frequency: 0         
Term: Overview                       Term Frequency: 0         
Term: Characterizingdebate           Term Frequency: 0         
Term: Requestpermissions             Term Frequency: 0         
Term: Technology                     Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: SocialCom                      Term Frequency: 0         
Term: peripheral.In                  Term Frequency: 0         
Term: Janowicz                       Term Frequency: 0         
Term: Proceedings                    Term Frequency: 0         
Term: SystemSciences                 Term Frequency: 0         
Term: Participa                      Term Frequency: 0         
Term: CSCL                           Term Frequency: 0         
Term: International                  Term Frequency: 0         
Term: Lefebvre                       Term Frequency: 0         
Term: vs.Multivocality               Term Frequency: 0         
Term: TermsAlgorithms                Term Frequency: 0         
Term: Siemens                        Term Frequency: 0         
Term: Human                          Term Frequency: 0         
Term: Google                         Term Frequency: 0         
Term: Ross                           Term Frequency: 0         
Term: Dataset                        Term Frequency: 0         
Term: Flow                           Term Frequency: 0         
Term: d’Aquin                        Term Frequency: 0         
Term: ofTechnology                   Term Frequency: 0         
Term: moreFigure                     Term Frequency: 0         
Term: Permission                     Term Frequency: 0         
Term: P10008                         Term Frequency: 0         
Term: identity.In                    Term Frequency: 0         
Term: APIto                          Term Frequency: 0         
Term: community.Furthermore          Term Frequency: 0         
Term: Theretweeting                  Term Frequency: 0         
Term: Publications                   Term Frequency: 0         
Term: Comparisons                    Term Frequency: 0         
Term: Vorvoreanu                     Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: MeasurementKeywordsLearning    Term Frequency: 0         
Term: Supposing                      Term Frequency: 0         
Term: Reciprocate                    Term Frequency: 0         
Term: year.The                       Term Frequency: 0         
Term: previousLAK                    Term Frequency: 0         
Term: Thenode                        Term Frequency: 0         
Term: andTopic                       Term Frequency: 0         
Term: smileys.In                     Term Frequency: 0         
Term: Journalof                      Term Frequency: 0         
Term: Computing                      Term Frequency: 0         
Term: sentiment.In                   Term Frequency: 0         
Term: Comparing                      Term Frequency: 0         
Term: Holotescu                      Term Frequency: 0         
Term: Thanks                         Term Frequency: 0         
Term: Bittanti                       Term Frequency: 0         
Term: Consortium                     Term Frequency: 0         
Term: Beyond                         Term Frequency: 0         
Term: Lange                          Term Frequency: 0         
Term: microblogging:Conversation     Term Frequency: 0         
Term: Evolution                      Term Frequency: 0         
Term: 346Figure                      Term Frequency: 0         
Term: Chamlertwat                    Term Frequency: 0         
Term: Term                           Term Frequency: 0         
Term: AnalyticsCorpus                Term Frequency: 0         
Term: Back                           Term Frequency: 0         
Term: Meeting                        Term Frequency: 0         
Term: parsed.The                     Term Frequency: 0         
Term: Experiences                    Term Frequency: 0         
Term: Text                           Term Frequency: 0         
Term: mail.missouri.edu.eduABSTRACTThe Term Frequency: 0         
Term: Retweets                       Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: purdue.eduWanli                Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: Spring                         Term Frequency: 0         
Term: Natural                        Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: inLAK14                        Term Frequency: 0         
Term: DiscussionGoing                Term Frequency: 0         
Term: LDA.Further                    Term Frequency: 0         
Term: LearningResearch               Term Frequency: 0         
Term: Permissions                    Term Frequency: 0         
Term: IEEE                           Term Frequency: 0         
Term: ChenUniversity                 Term Frequency: 0         
Term: Detailed                       Term Frequency: 0         
Term: MiningSocial                   Term Frequency: 0         
Term: Abdalla                        Term Frequency: 0         
Term: Twit                           Term Frequency: 0         
Term: 19.6Table                      Term Frequency: 0         
Term: Drachsler                      Term Frequency: 0         
Term: Media                          Term Frequency: 0         
Term: LAKDescriptive                 Term Frequency: 0         
Term: Warwick                        Term Frequency: 0         
Term: Media:Evidence                 Term Frequency: 0         
Term: years.To                       Term Frequency: 0         
Term: Scheffel                       Term Frequency: 0         
Term: Latent                         Term Frequency: 0         
Term: Students’Learning              Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: Statistics                     Term Frequency: 0         
Term: andLAK14                       Term Frequency: 0         
Term: Modeling1                      Term Frequency: 0         
Term: Abstracting                    Term Frequency: 0         
Term: practice.Since                 Term Frequency: 0         
Term: FactorsImpacting               Term Frequency: 0         
Term: SoLAR                          Term Frequency: 0         
Term: 2223LAK14                      Term Frequency: 0         
Term: ICWSM                          Term Frequency: 0         
Term: AND                            Term Frequency: 0         
Term: Specht                         Term Frequency: 0         
Term: API                            Term Frequency: 0         
Term: Such                           Term Frequency: 0         
Term: Blondel                        Term Frequency: 0         
Term: RTs                            Term Frequency: 0         
Term: Backchannel                    Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: USchen654                      Term Frequency: 0         
Term: Puttingtwitter                 Term Frequency: 0         
Term: Driven                         Term Frequency: 0         
Term: News                           Term Frequency: 0         
Term: Zouaq                          Term Frequency: 0         
Term: Patternanalysis                Term Frequency: 0         
Term: Gael                           Term Frequency: 0         
Term: Gaffney                        Term Frequency: 0         
Term: Grosseck                       Term Frequency: 0         
Term: Honey                          Term Frequency: 0         
Term: Summer                         Term Frequency: 0         
Term: Proceedins                     Term Frequency: 0         
Term: Atkinson                       Term Frequency: 0         
Term: context.We                     Term Frequency: 0         
Term: Wadholm                        Term Frequency: 0         
Term: Retweeted                      Term Frequency: 0         
